time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,23,9,0,0
2026-05-12 00:00:00+00:00,37,12,10,6
2026-05-13 00:00:00+00:00,39,11,7,7
2026-05-14 00:00:00+00:00,33,12,12,4
2026-05-15 00:00:00+00:00,47,26,42,5
2026-05-16 00:00:00+00:00,7,7,17,5
2026-05-17 00:00:00+00:00,99,38,6,4
2026-05-18 00:00:00+00:00,40,28,24,4
2026-05-19 00:00:00+00:00,41,19,2,1
2026-05-20 00:00:00+00:00,36,16,1,1
2026-05-21 00:00:00+00:00,26,13,2,2
2026-05-22 00:00:00+00:00,20,10,3,3
2026-05-23 00:00:00+00:00,11,6,1,1
2026-05-24 00:00:00+00:00,48,17,6,3
