url_path,views_total,views_unique
/The-OpenROAD-Project/ORAssistant,63,47
/The-OpenROAD-Project/ORAssistant/tree/master/backend,9,8
/The-OpenROAD-Project/ORAssistant/blob/1441a9f81370c3db6f5fb9b36cf86583896c9751/common/mongoClient.py,5,1
/The-OpenROAD-Project/ORAssistant/tree/master/frontend,4,3
/The-OpenROAD-Project/ORAssistant/commits,4,2
/The-OpenROAD-Project/ORAssistant/pull/107,4,2
/The-OpenROAD-Project/ORAssistant/commits/master,3,2
/The-OpenROAD-Project/ORAssistant/tree/master/evaluation/human_evaluation,3,1
/The-OpenROAD-Project/ORAssistant/blob/master/backend/build_docs.py,2,2
/The-OpenROAD-Project/ORAssistant/issues,2,2
